hospital_id,entity_code,hospital_name,district,ownership,directorate,verified_specialties,latitude,longitude,hospital_name_ta
TNH0159,H_25998,"Four Square Med Centre and Hosp PLtd,CoimbatoreTN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0139441,76.9628965,"ஃபோர் ஸ்கொயர் மெட் சென்டர் அண்ட் ஹாஸ்பிடல் லிமிடெட், கோயம்புத்தூர், தமிழ்நாடு."
TNH0160,H_18606,"G.Kuppuswamy Naidu Memorial Hosp,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.012272,76.9806818,"ஜி.குப்புசாமி நாயுடு மெமோரியல் ஹாஸ்ப், கோயம்புத்தூர் TN."
TNH0161,H_18601,"Ganga Medical Center and Hospital,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0247885,76.9520774,"கங்கா மருத்துவ மையம் மற்றும் மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0163,H_22571,"Global Occupational Therapy,Autism,Coimbatore TN.",Coimbatore,Pvt,Pvt,Psychology,10.6640914,77.0110364,"உலகளாவிய தொழில்சார் சிகிச்சை, ஆட்டிசம், கோயம்புத்தூர், தமிழ்நாடு."
TNH0166,H_20926,"Govt hospital Annur,Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",11.2324583,77.1021775,"அரசு மருத்துவமனை, அன்னூர், கோயம்புத்தூர், தமிழ்நாடு."
TNH0167,H_18885,"Govt hospital Mettupalayam,Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",11.3027849,76.9383385,"அரசு மருத்துவமனை மேட்டுப்பாளையம், கோயம்புத்தூர் TN."
TNH0168,H_24441,"Govt Hospital, Valparai, Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",10.329986,76.9579226,"அரசு மருத்துவமனை, வால்பாறை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0184,H_22644,"Govt. Hospital, Kinathukadavu, Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",10.8211156,77.0174308,"அரசு மருத்துவமனை, கிணத்துக்கடவு, கோயம்புத்தூர் டி.என்."
TNH0185,H_22643,"Govt. Hospital, Kolarpatti,Pollachi,Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",10.6268835,77.1114867,"அரசு மருத்துவமனை, கோலார்பட்டி, பொள்ளாச்சி, கோயம்புத்தூர், தமிழ்நாடு."
TNH0186,H_22707,"Govt. Hospital, Kottur, Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",10.5401958,76.9824535,"அரசு மருத்துவமனை, கொட்டூர், கோயம்புத்தூர், தமிழ்நாடு."
TNH0187,H_22566,"Govt. Hospital, Madukkarai, Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",10.9664245,76.9870403,"அரசு மருத்துவமனை, மதுக்கரை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0188,H_22567,"Govt. Hospital, Sundakkamuthur,Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",10.9664245,76.9870403,"அரசு மருத்துவமனை, சுண்டக்காமுத்தூர், கோயம்புத்தூர் TN."
TNH0189,H_22569,"Govt. Hospital, Thondamuthur, Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",10.9899245,76.8408813,"அரசு மருத்துவமனை, தொண்டாமுத்தூர், கோயம்புத்தூர் டி.என்."
TNH0190,H_22713,"Govt. Hospital, Vettaikaranpudur,Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",10.5643344,76.9195962,"அரசு மருத்துவமனை, வேட்டைக்காரன்புதூர், கோயம்புத்தூர் TN."
TNH0191,H_22570,"Govt. Hospital,Periyanaickenpalayam,Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",11.1558617,76.9509637,"அரசு மருத்துவமனை, பெரியநாயக்கன்பாளையம், கோயம்புத்தூர், தமிழ்நாடு."
TNH0192,H_22390,"Govt. Hospital,sulur,Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",11.0250228,77.1230599,"அரசு மருத்துவமனை, சூலூர், கோயம்புத்தூர் TN."
TNH0193,H_23249,"Govt.ESI Medical College Hospital, Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",10.9954372,76.9702762,"அரசு இஎஸ்ஐ மருத்துவக் கல்லூரி மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0194,H_18474,"Govt.Head Quarters Hospital,Coimbatore TN.",Coimbatore,Govt,Govt,"General Medicine,Pediatrics",10.658196,77.009402,"அரசு தலைமை மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0195,H_20922,"Gowtham Hospital, Kuniamuthur, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.9620716,76.9555879,"கவுதம் மருத்துவமனை, குனியமுத்தூர், கோயம்புத்தூர் டி.என்."
TNH0196,H_18991,"Hindusthan Hospital,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.019653,76.9950548,"ஹிந்துஸ்தான் மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0198,H_26053,"JP Hospital, Coimbatore, TN. ",Coimbatore,PVT,PVT,Multi-Speciality,11.006348,77.0433077,"ஜேபி மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0199,H_18963,"K.G.M Hopital Pollachi,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.6701551,77.0075244,"கே.ஜி.எம் ஹாபிடல் பொள்ளாச்சி, கோயம்புத்தூர் டி.என்."
TNH0200,H_18234,"K.G.M.Hospital,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0569752,77.0672844,"கே.ஜி.எம். மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0201,H_18998,"K.R.Health Care,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.9877621,76.9391639,"கே.ஆர். ஹெல்த் கேர், கோயம்புத்தூர், தமிழ்நாடு."
TNH0202,H_18894,"Kalpana Medical Ctr Kavundampalayam,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.046983,76.9474325,"கல்பனா மெடிக்கல் Ctr கவுண்டம்பாளையம், கோயம்புத்தூர் TN."
TNH0203,H_18999,"Karpagam Hospital Mandapam,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.8839956,77.007064,"கற்பகம் மருத்துவமனை மண்டபம், கோயம்புத்தூர் TN."
TNH0204,H_18538,"KG Hospital,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0002319,76.9715735,"கே.ஜி. மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0205,H_18565,"Kiruba Hospital,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0335382,76.9295328,"கிருபா மருத்துவமனை, கோயம்புத்தூர் TN."
TNH0206,H_18559,"KM Hospital,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.6626981,77.0007914,"கே.எம். மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0207,H_22667,"KMCH City Centre, Ram Nagar, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0154033,76.9612858,"கே.எம்.சி.எச் சிட்டி சென்டர், ராம் நகர், கோயம்புத்தூர், தமிழ்நாடு."
TNH0208,H_23521,"KMCH Kovilampalayam Hospital, Coimbatore, TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.1333953,77.0340327,"KMCH கோவிலம்பாளையம் மருத்துவமனை, கோயம்புத்தூர், TN."
TNH0209,H_22668,"KMCH Sulur centre, Sulur,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0282045,77.1343829,"KMCH சூலூர் மையம், சூலூர், கோயம்புத்தூர் TN."
TNH0210,H_18550,"Kongunad Hospital,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0177398,76.9605906,"கொங்குநாடு மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0212,H_18603,"Kovai Medical Center and Hospital,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0419668,77.0404402,"கோவை மருத்துவ மையம் மற்றும் மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0214,H_23563,"Kumaran MedicalCentre,Kurumbapalyam,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.1073322,77.0239801,"குமரன் மருத்துவ மையம், குரும்பபாளையம், கோயம்புத்தூர் TN."
TNH0215,H_19623,"Manu Hospital Sungam Byepass Road, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.9939074,76.9831632,"மனு மருத்துவமனை, சுங்கம் பைபாஸ் சாலை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0217,H_24318,"Medwin Hospital, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.9971941,77.0051504,"மெட்வின் மருத்துவமனை, கோயம்புத்தூர் TN."
TNH0219,H_24037,"Mowthi Nursing Home Pvt Ltd, Coimbatore TN. ",Coimbatore,PVT,PVT,Multi-Speciality,11.0291952,76.9018648,"மோவ்தி நர்சிங் ஹோம் பிரைவேட் லிமிடெட், கோயம்புத்தூர், தமிழ்நாடு."
TNH0220,H_19001,"N.G Hospital Singanallur,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0004084,77.0292903,"என்.ஜி மருத்துவமனை, சிங்கநல்லூர், கோயம்புத்தூர், தமிழ்நாடு."
TNH0221,H_18198,"N.M.Hospital, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.9981723,76.9994724,"என்.எம். மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0222,H_18993,"Nataraj Medical Care Ctr Madukkarai,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.9100832,76.9487531,"நடராஜ் மெடிக்கல் கேர் Ctr மதுக்கரை, கோயம்புத்தூர் TN."
TNH0223,H_25848,"Newbridge centre, Autism, Coimbatore, TN.",Coimbatore,Pvt,Pvt,Psychology,11.014499,77.0179422,"நியூபிரிட்ஜ் மையம், ஆட்டிசம், கோயம்புத்தூர், தமிழ்நாடு."
TNH0224,H_24078,"NRP hospital, sundrapuram, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.9582748,76.9710849,"என்ஆர்பி மருத்துவமனை, சுந்தராபுரம், கோயம்புத்தூர் டிஎன்."
TNH0226,H_23265,"Pathogenix Labs, Coimbatore DC.",Coimbatore,Pvt,Pvt,Multi-Speciality,11.0257815,77.0139763,"பாத்தோஜெனிஸ் லேப்ஸ், கோயம்புத்தூர் டி.சி."
TNH0227,H_26367,"PERUR SATHALINGA ADIKALAR HOSPITAL AND RESEARCH I, COIMBATORE, TN.",Coimbatore,Pvt,Pvt,Multi-Speciality,10.9794961,76.9191102,"பேரூர் சாத்தலிங்க அடிகளார் மருத்துவமனை மற்றும் ஆராய்ச்சி I, கோயம்புத்தூர், TN."
TNH0228,H_26364,"PGS HOSPITAL, COIMBATORE,TN.",Coimbatore,Pvt,Pvt,Multi-Speciality,11.0185946,76.9778221,"பிஜிஎஸ் மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0229,H_20020,"Pills Hospital Pollachi, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.6641203,77.0104091,"பில்ஸ் மருத்துவமனை, பொள்ளாச்சி, கோயம்புத்தூர், தமிழ்நாடு."
TNH0230,H_23609,"PIMS Hospital, Palakkad TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.8276363,76.8328497,"பிம்ஸ் மருத்துவமனை, பாலக்காடு, தமிழ்நாடு."
TNH0232,H_21133,"Preethi Medical Centre, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0207446,76.9650053,"பிரீத்தி மருத்துவ மையம், கோயம்புத்தூர் டி.என்."
TNH0233,H_24325,"Prema Hospital, kaniyur, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.1023122,77.1696018,"பிரேமா மருத்துவமனை, கணியூர், கோயம்புத்தூர் TN."
TNH0234,H_18597,"PSG Hospitals,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0185844,77.0068149,"பிஎஸ்ஜி மருத்துவமனைகள், கோயம்புத்தூர், தமிழ்நாடு."
TNH0235,H_24337,"Rajam Medi Centre and Hosp P Ltd, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0279713,76.9665765,"ராஜம் மெடி சென்டர் மற்றும் ஹாஸ்ப் பி லிமிடெட், கோயம்புத்தூர் டி.என்."
TNH0237,H_18989,"Richmond Hospital Trichy Road,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.9945676,76.9793788,"ரிச்மண்ட் மருத்துவமனை, திருச்சி சாலை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0238,H_23522,"Royal Care Hospital, LandT Road, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.9361931,76.9995968,"ராயல் கேர் மருத்துவமனை, லேண்ட்டி சாலை, கோயம்புத்தூர் டி.என்."
TNH0240,H_18967,"S.P.T Hospital Ramnagar,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0142765,76.9614268,"எஸ்.பி.டி மருத்துவமனை, ராம்நகர், கோயம்புத்தூர், தமிழ்நாடு."
TNH0241,H_26055,"Sai Medical Centre, Coimbatore, TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0842659,76.9388994,"சாய் மருத்துவ மையம், கோயம்புத்தூர், தமிழ்நாடு."
TNH0242,H_18927,"Sangeetha Super Specialilty Hosp,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,10.9637563,76.956317,"சங்கீதா சூப்பர் ஸ்பெஷாலிட்டி மருத்துவமனை, கோயம்புத்தூர், தமிழ்நாடு."
TNH0243,H_22669,"Sathya Medical Center, Coimbatore TN.",Coimbatore,PVT,PVT,"General Medicine,Gynecology,ENT",11.0237814,76.9583307,"சத்யா மருத்துவ மையம், கோயம்புத்தூர், தமிழ்நாடு."
TNH0244,H_20019,"Shree Sivaa Hospital, Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.0441742,76.9855823,"ஸ்ரீ சிவா மருத்துவமனை, கோயம்புத்தூர் டி.என்."
TNH0246,H_21972,"SMF Hospital,Annur,Coimbatore TN.",Coimbatore,PVT,PVT,Multi-Speciality,11.2324528,77.1013216,"எஸ்.எம்.எஃப் மருத்துவமனை, அன்னூர், கோயம்புத்தூர், தமிழ்நாடு."
